Time - Voltage	Amplitude - Voltage
26:56.9	-3.511
26:56.9	-4.172
26:56.9	-3.804
26:56.9	-2.473
26:56.9	-2.39
26:57.0	-2.732
26:57.0	-3.228
26:57.0	-2.2
26:57.0	-1.182
26:57.0	-1.448
26:57.0	-1.709
26:57.0	-1.536
26:57.0	-1.436
26:57.0	-0.825
26:57.0	-1.204
26:57.0	-1.589
26:57.1	-1.543
26:57.1	-1.304
26:57.1	-0.974
26:57.1	-0.955
26:57.1	-1.506
26:57.1	-1.387
26:57.1	-0.64
26:57.1	-0.62
26:57.1	-0.859
26:57.1	-0.894
26:57.2	-0.737
26:57.2	-0.471
26:57.2	-0.654
26:57.2	-0.544
26:57.2	-0.43
26:57.2	-0.703
26:57.2	-0.469
26:57.2	-0.4
26:57.2	-0.393
26:57.2	-0.425
26:57.2	-0.383
26:57.3	-0.444
26:57.3	-0.537
26:57.3	-0.381
26:57.3	-0.408
26:57.3	-0.515
26:57.3	-0.754
26:57.3	-0.674
26:57.3	-0.54
26:57.3	-0.505
26:57.3	-0.937
26:57.3	-1.558
26:57.4	-1.521
26:57.4	-1.353
26:57.4	-1.055
26:57.4	-1.685
26:57.4	-2.546
26:57.4	-2.344
26:57.4	-1.917
26:57.4	-1.777
26:57.4	-2.356
26:57.4	-2.659
26:57.4	-2.783
26:57.5	-2.468
26:57.5	-2.351
26:57.5	-2.573
26:57.5	-2.378
26:57.5	-3.237
26:57.5	-2.798
26:57.5	-1.863
26:57.5	-2.375
26:57.5	-3.179
26:57.5	-2.9
26:57.5	-2.083
26:57.6	-1.924
26:57.6	-2.273
26:57.6	-2.468
26:57.6	-3.076
26:57.6	-1.936
26:57.6	-2.371
26:57.6	-2.688
26:57.6	-3.154
26:57.6	-3.252
26:57.6	-2.781
26:57.7	-2.29
26:57.7	-3.027
26:57.7	-3.923
26:57.7	-3.313
26:57.7	-2.737
26:57.7	-2.734
26:57.7	-3.499
26:57.7	-3.782
26:57.7	-3.499
26:57.7	-3.208
26:57.7	-2.969
26:57.8	-3.337
26:57.8	-3.96
26:57.8	-4.158
26:57.8	-3.557
26:57.8	-2.644
26:57.8	-3.276
26:57.8	-4.382
26:57.8	-3.782
26:57.8	-2.507
26:57.8	-3.113
26:57.8	-3.916
26:57.9	-3.794
26:57.9	-3.467
26:57.9	-3.127
26:57.9	-3.416
26:57.9	-3.748
26:57.9	-3.831
26:57.9	-3.735
26:57.9	-2.749
26:57.9	-2.83
26:57.9	-3.613
26:57.9	-3.706
26:58.0	-3.018
26:58.0	-2.837
26:58.0	-3.391
26:58.0	-3.748
26:58.0	-3.535
26:58.0	-2.935
26:58.0	-3.42
26:58.0	-3.33
26:58.0	-3.123
26:58.0	-3.472
26:58.0	-3.584
26:58.1	-3.049
26:58.1	-3.181
